"","species","genus","family","order","class","phylum","NSDM.group","CH3Div.group","NSDM.scheme","CH3Div.scheme","Dispersal_km"
"4198","Macdunnoughia confusa","Macdunnoughia","Noctuidae","Lepidoptera","Insecta","Arthropoda","Arthropods (non EPTO)","lepidoptera","terrestrial","terrestrial",1.45049901980198
"4204","Macroglossum stellatarum","Macroglossum","Sphingidae","Lepidoptera","Insecta","Arthropoda","Arthropods (non EPTO)","lepidoptera","terrestrial","terrestrial",1.45049901980198
"4210","Macrothylacia rubi","Macrothylacia","Lasiocampidae","Lepidoptera","Insecta","Arthropoda","Arthropods (non EPTO)","lepidoptera","terrestrial","terrestrial",1.45049901980198
"4219","Malacosoma alpicola","Malacosoma","Lasiocampidae","Lepidoptera","Insecta","Arthropoda","Arthropods (non EPTO)","lepidoptera","terrestrial","terrestrial",1.45049901980198
"4220","Malacosoma castrensis","Malacosoma","Lasiocampidae","Lepidoptera","Insecta","Arthropoda","Arthropods (non EPTO)","lepidoptera","terrestrial","terrestrial",1.45049901980198
"4221","Malacosoma neustria","Malacosoma","Lasiocampidae","Lepidoptera","Insecta","Arthropoda","Arthropods (non EPTO)","lepidoptera","terrestrial","terrestrial",1.45049901980198
"4231","Mamestra brassicae","Mamestra","Noctuidae","Lepidoptera","Insecta","Arthropoda","Arthropods (non EPTO)","lepidoptera","terrestrial","terrestrial",1.45049901980198
"4233","Maniola jurtina","Maniola","Nymphalidae","Lepidoptera","Insecta","Arthropoda","Arthropods (non EPTO)","lepidoptera","terrestrial","terrestrial",2.0147
"4294","Meganola albula","Meganola","Nolidae","Lepidoptera","Insecta","Arthropoda","Arthropods (non EPTO)","lepidoptera","terrestrial","terrestrial",1.45049901980198
"4295","Meganola strigula","Meganola","Nolidae","Lepidoptera","Insecta","Arthropoda","Arthropods (non EPTO)","lepidoptera","terrestrial","terrestrial",1.45049901980198
"4307","Melanargia galathea","Melanargia","Nymphalidae","Lepidoptera","Insecta","Arthropoda","Arthropods (non EPTO)","lepidoptera","terrestrial","terrestrial",4.5408
"4308","Melanchra persicariae","Melanchra","Noctuidae","Lepidoptera","Insecta","Arthropoda","Arthropods (non EPTO)","lepidoptera","terrestrial","terrestrial",1.45049901980198
"4309","Melanchra pisi","Ceramica","Noctuidae","Lepidoptera","Insecta","Arthropoda","Arthropods (non EPTO)","lepidoptera","terrestrial","terrestrial",1.45049901980198
"4341","Melitaea asteria","Mellicta","Nymphalidae","Lepidoptera","Insecta","Arthropoda","Arthropods (non EPTO)","lepidoptera","terrestrial","terrestrial",3.2457
"4342","Melitaea aurelia","Mellicta","Nymphalidae","Lepidoptera","Insecta","Arthropoda","Arthropods (non EPTO)","lepidoptera","terrestrial","terrestrial",1.5882
"4343","Melitaea celadussa","Mellicta","Nymphalidae","Lepidoptera","Insecta","Arthropoda","Arthropods (non EPTO)","lepidoptera","terrestrial","terrestrial",1.9151
"4344","Melitaea cinxia","Melitaea","Nymphalidae","Lepidoptera","Insecta","Arthropoda","Arthropods (non EPTO)","lepidoptera","terrestrial","terrestrial",0.9612
"4345","Melitaea deione","Melitaea","Nymphalidae","Lepidoptera","Insecta","Arthropoda","Arthropods (non EPTO)","lepidoptera","terrestrial","terrestrial",1.3258
"4346","Melitaea diamina","Melitaea","Nymphalidae","Lepidoptera","Insecta","Arthropoda","Arthropods (non EPTO)","lepidoptera","terrestrial","terrestrial",1.4804
"4347","Melitaea didyma","Melitaea","Nymphalidae","Lepidoptera","Insecta","Arthropoda","Arthropods (non EPTO)","lepidoptera","terrestrial","terrestrial",1.0268
"4348","Melitaea parthenoides","Mellicta","Nymphalidae","Lepidoptera","Insecta","Arthropoda","Arthropods (non EPTO)","lepidoptera","terrestrial","terrestrial",2.4246
"4349","Melitaea phoebe","Melitaea","Nymphalidae","Lepidoptera","Insecta","Arthropoda","Arthropods (non EPTO)","lepidoptera","terrestrial","terrestrial",2.6219
"4350","Melitaea varia","Melitaea","Nymphalidae","Lepidoptera","Insecta","Arthropoda","Arthropods (non EPTO)","lepidoptera","terrestrial","terrestrial",2.8901
"4382","Mesapamea didyma","Mesapamea","Noctuidae","Lepidoptera","Insecta","Arthropoda","Arthropods (non EPTO)","lepidoptera","terrestrial","terrestrial",1.45049901980198
"4383","Mesapamea secalis","Mesapamea","Noctuidae","Lepidoptera","Insecta","Arthropoda","Arthropods (non EPTO)","lepidoptera","terrestrial","terrestrial",1.45049901980198
"4384","Mesogona oxalina","Mesogona","Noctuidae","Lepidoptera","Insecta","Arthropoda","Arthropods (non EPTO)","lepidoptera","terrestrial","terrestrial",1.45049901980198
"4385","Mesoligia furuncula","Mesoligia","Noctuidae","Lepidoptera","Insecta","Arthropoda","Arthropods (non EPTO)","lepidoptera","terrestrial","terrestrial",1.45049901980198
"4386","Mesoligia literosa","Litoligia","Noctuidae","Lepidoptera","Insecta","Arthropoda","Arthropods (non EPTO)","lepidoptera","terrestrial","terrestrial",1.45049901980198
"4400","Methorasa latreillei","Callopistria","Noctuidae","Lepidoptera","Insecta","Arthropoda","Arthropods (non EPTO)","lepidoptera","terrestrial","terrestrial",1.45049901980198
"4436","Miltochrista miniata","Miltochrista","Erebidae","Lepidoptera","Insecta","Arthropoda","Arthropods (non EPTO)","lepidoptera","terrestrial","terrestrial",1.45049901980198
"4439","Mimas tiliae","Mimas","Sphingidae","Lepidoptera","Insecta","Arthropoda","Arthropods (non EPTO)","lepidoptera","terrestrial","terrestrial",1.45049901980198
"4441","Minois dryas","Minois","Nymphalidae","Lepidoptera","Insecta","Arthropoda","Arthropods (non EPTO)","lepidoptera","terrestrial","terrestrial",1.3893
"4449","Minucia lunaris","Minucia","Erebidae","Lepidoptera","Insecta","Arthropoda","Arthropods (non EPTO)","lepidoptera","terrestrial","terrestrial",1.45049901980198
"4455","Mniotype adusta","Mniotype","Noctuidae","Lepidoptera","Insecta","Arthropoda","Arthropods (non EPTO)","lepidoptera","terrestrial","terrestrial",1.45049901980198
"4475","Moma alpium","Moma","Noctuidae","Lepidoptera","Insecta","Arthropoda","Arthropods (non EPTO)","lepidoptera","terrestrial","terrestrial",1.45049901980198
"4491","Mormo maura","Mormo","Noctuidae","Lepidoptera","Insecta","Arthropoda","Arthropods (non EPTO)","lepidoptera","terrestrial","terrestrial",1.45049901980198
"4504","Muschampia floccifera","Carcharodus","Hesperiidae","Lepidoptera","Insecta","Arthropoda","Arthropods (non EPTO)","lepidoptera","terrestrial","terrestrial",1.45049901980198
"4505","Muschampia lavatherae","Carcharodus","Hesperiidae","Lepidoptera","Insecta","Arthropoda","Arthropods (non EPTO)","lepidoptera","terrestrial","terrestrial",1.45049901980198
"4602","Mythimna albipuncta","Mythimna","Noctuidae","Lepidoptera","Insecta","Arthropoda","Arthropods (non EPTO)","lepidoptera","terrestrial","terrestrial",1.45049901980198
"4603","Mythimna andereggii","Mythimna","Noctuidae","Lepidoptera","Insecta","Arthropoda","Arthropods (non EPTO)","lepidoptera","terrestrial","terrestrial",1.45049901980198
"4604","Mythimna comma","Leucania","Noctuidae","Lepidoptera","Insecta","Arthropoda","Arthropods (non EPTO)","lepidoptera","terrestrial","terrestrial",1.45049901980198
"4605","Mythimna conigera","Mythimna","Noctuidae","Lepidoptera","Insecta","Arthropoda","Arthropods (non EPTO)","lepidoptera","terrestrial","terrestrial",1.45049901980198
"4606","Mythimna ferrago","Mythimna","Noctuidae","Lepidoptera","Insecta","Arthropoda","Arthropods (non EPTO)","lepidoptera","terrestrial","terrestrial",1.45049901980198
"4607","Mythimna impura","Mythimna","Noctuidae","Lepidoptera","Insecta","Arthropoda","Arthropods (non EPTO)","lepidoptera","terrestrial","terrestrial",1.45049901980198
"4608","Mythimna obsoleta","Leucania","Noctuidae","Lepidoptera","Insecta","Arthropoda","Arthropods (non EPTO)","lepidoptera","terrestrial","terrestrial",1.45049901980198
"4609","Mythimna pallens","Mythimna","Noctuidae","Lepidoptera","Insecta","Arthropoda","Arthropods (non EPTO)","lepidoptera","terrestrial","terrestrial",1.45049901980198
"4610","Mythimna pudorina","Mythimna","Noctuidae","Lepidoptera","Insecta","Arthropoda","Arthropods (non EPTO)","lepidoptera","terrestrial","terrestrial",1.45049901980198
"4611","Mythimna scirpi","Mythimna","Noctuidae","Lepidoptera","Insecta","Arthropoda","Arthropods (non EPTO)","lepidoptera","terrestrial","terrestrial",1.45049901980198
"4612","Mythimna straminea","Mythimna","Noctuidae","Lepidoptera","Insecta","Arthropoda","Arthropods (non EPTO)","lepidoptera","terrestrial","terrestrial",1.45049901980198
"4613","Mythimna turca","Mythimna","Noctuidae","Lepidoptera","Insecta","Arthropoda","Arthropods (non EPTO)","lepidoptera","terrestrial","terrestrial",1.45049901980198
"4614","Mythimna unipuncta","Mythimna","Noctuidae","Lepidoptera","Insecta","Arthropoda","Arthropods (non EPTO)","lepidoptera","terrestrial","terrestrial",1.45049901980198
"4615","Mythimna vitellina","Mythimna","Noctuidae","Lepidoptera","Insecta","Arthropoda","Arthropods (non EPTO)","lepidoptera","terrestrial","terrestrial",1.45049901980198
"4671","Neptis rivularis","Neptis","Nymphalidae","Lepidoptera","Insecta","Arthropoda","Arthropods (non EPTO)","lepidoptera","terrestrial","terrestrial",2.7311
"4691","Noctua comes","Noctua","Noctuidae","Lepidoptera","Insecta","Arthropoda","Arthropods (non EPTO)","lepidoptera","terrestrial","terrestrial",1.45049901980198
"4692","Noctua fimbriata","Noctua","Noctuidae","Lepidoptera","Insecta","Arthropoda","Arthropods (non EPTO)","lepidoptera","terrestrial","terrestrial",1.45049901980198
"4693","Noctua interjecta","Noctua","Noctuidae","Lepidoptera","Insecta","Arthropoda","Arthropods (non EPTO)","lepidoptera","terrestrial","terrestrial",1.45049901980198
"4694","Noctua janthe","Noctua","Noctuidae","Lepidoptera","Insecta","Arthropoda","Arthropods (non EPTO)","lepidoptera","terrestrial","terrestrial",1.45049901980198
"4695","Noctua janthina","Noctua","Noctuidae","Lepidoptera","Insecta","Arthropoda","Arthropods (non EPTO)","lepidoptera","terrestrial","terrestrial",1.45049901980198
"4696","Noctua orbona","Noctua","Noctuidae","Lepidoptera","Insecta","Arthropoda","Arthropods (non EPTO)","lepidoptera","terrestrial","terrestrial",1.45049901980198
"4697","Noctua pronuba","Noctua","Noctuidae","Lepidoptera","Insecta","Arthropoda","Arthropods (non EPTO)","lepidoptera","terrestrial","terrestrial",1.45049901980198
"4698","Nola aerugula","Nola","Nolidae","Lepidoptera","Insecta","Arthropoda","Arthropods (non EPTO)","lepidoptera","terrestrial","terrestrial",1.45049901980198
"4699","Nola confusalis","Nola","Nolidae","Lepidoptera","Insecta","Arthropoda","Arthropods (non EPTO)","lepidoptera","terrestrial","terrestrial",1.45049901980198
"4700","Nola subchlamydula","Nola","Nolidae","Lepidoptera","Insecta","Arthropoda","Arthropods (non EPTO)","lepidoptera","terrestrial","terrestrial",1.45049901980198
"4730","Notodonta dromedarius","Notodonta","Notodontidae","Lepidoptera","Insecta","Arthropoda","Arthropods (non EPTO)","lepidoptera","terrestrial","terrestrial",1.45049901980198
"4731","Notodonta tritophus","Notodonta","Notodontidae","Lepidoptera","Insecta","Arthropoda","Arthropods (non EPTO)","lepidoptera","terrestrial","terrestrial",1.45049901980198
"4732","Notodonta ziczac","Notodonta","Notodontidae","Lepidoptera","Insecta","Arthropoda","Arthropods (non EPTO)","lepidoptera","terrestrial","terrestrial",1.45049901980198
"4735","Nudaria mundana","Nudaria","Erebidae","Lepidoptera","Insecta","Arthropoda","Arthropods (non EPTO)","lepidoptera","terrestrial","terrestrial",1.45049901980198
"4740","Nycteola degenerana","Nycteola","Nolidae","Lepidoptera","Insecta","Arthropoda","Arthropods (non EPTO)","lepidoptera","terrestrial","terrestrial",1.45049901980198
"4741","Nycteola revayana","Nycteola","Nolidae","Lepidoptera","Insecta","Arthropoda","Arthropods (non EPTO)","lepidoptera","terrestrial","terrestrial",1.45049901980198
"4743","Nymphalis antiopa","Nymphalis","Nymphalidae","Lepidoptera","Insecta","Arthropoda","Arthropods (non EPTO)","lepidoptera","terrestrial","terrestrial",8.4862
"4744","Nymphalis polychloros","Nymphalis","Nymphalidae","Lepidoptera","Insecta","Arthropoda","Arthropods (non EPTO)","lepidoptera","terrestrial","terrestrial",0.9612
"4752","Ochlodes sylvanus","Ochlodes","Hesperiidae","Lepidoptera","Insecta","Arthropoda","Arthropods (non EPTO)","lepidoptera","terrestrial","terrestrial",2.1367
"4758","Ochropacha duplaris","Ochropacha","Drepanidae","Lepidoptera","Insecta","Arthropoda","Arthropods (non EPTO)","lepidoptera","terrestrial","terrestrial",1.45049901980198
"4759","Ochropleura musiva","Dichagyris","Noctuidae","Lepidoptera","Insecta","Arthropoda","Arthropods (non EPTO)","lepidoptera","terrestrial","terrestrial",1.45049901980198
"4760","Ochropleura plecta","Ochropleura","Noctuidae","Lepidoptera","Insecta","Arthropoda","Arthropods (non EPTO)","lepidoptera","terrestrial","terrestrial",1.45049901980198
"4770","Odontosia carmelita","Odontosia","Notodontidae","Lepidoptera","Insecta","Arthropoda","Arthropods (non EPTO)","lepidoptera","terrestrial","terrestrial",1.45049901980198
"4793","Oeneis glacialis","Oeneis","Nymphalidae","Lepidoptera","Insecta","Arthropoda","Arthropods (non EPTO)","lepidoptera","terrestrial","terrestrial",0.6977
"4797","Oligia latruncula","Oligia","Noctuidae","Lepidoptera","Insecta","Arthropoda","Arthropods (non EPTO)","lepidoptera","terrestrial","terrestrial",1.45049901980198
"4798","Oligia strigilis","Oligia","Noctuidae","Lepidoptera","Insecta","Arthropoda","Arthropods (non EPTO)","lepidoptera","terrestrial","terrestrial",1.45049901980198
"4799","Oligia versicolor","Oligia","Noctuidae","Lepidoptera","Insecta","Arthropoda","Arthropods (non EPTO)","lepidoptera","terrestrial","terrestrial",1.45049901980198
"4874","Orgyia antiqua","Orgyia","Erebidae","Lepidoptera","Insecta","Arthropoda","Arthropods (non EPTO)","lepidoptera","terrestrial","terrestrial",1.45049901980198
"4899","Orthosia cerasi","Orthosia","Noctuidae","Lepidoptera","Insecta","Arthropoda","Arthropods (non EPTO)","lepidoptera","terrestrial","terrestrial",1.45049901980198
"4900","Orthosia cruda","Orthosia","Noctuidae","Lepidoptera","Insecta","Arthropoda","Arthropods (non EPTO)","lepidoptera","terrestrial","terrestrial",1.45049901980198
"4901","Orthosia gothica","Orthosia","Noctuidae","Lepidoptera","Insecta","Arthropoda","Arthropods (non EPTO)","lepidoptera","terrestrial","terrestrial",1.45049901980198
"4902","Orthosia gracilis","Orthosia","Noctuidae","Lepidoptera","Insecta","Arthropoda","Arthropods (non EPTO)","lepidoptera","terrestrial","terrestrial",1.45049901980198
"4903","Orthosia incerta","Orthosia","Noctuidae","Lepidoptera","Insecta","Arthropoda","Arthropods (non EPTO)","lepidoptera","terrestrial","terrestrial",1.45049901980198
"4904","Orthosia miniosa","Orthosia","Noctuidae","Lepidoptera","Insecta","Arthropoda","Arthropods (non EPTO)","lepidoptera","terrestrial","terrestrial",1.45049901980198
"4905","Orthosia munda","Anorthoa","Noctuidae","Lepidoptera","Insecta","Arthropoda","Arthropods (non EPTO)","lepidoptera","terrestrial","terrestrial",1.45049901980198
"4906","Orthosia opima","Orthosia","Noctuidae","Lepidoptera","Insecta","Arthropoda","Arthropods (non EPTO)","lepidoptera","terrestrial","terrestrial",1.45049901980198
"4907","Orthosia populeti","Orthosia","Noctuidae","Lepidoptera","Insecta","Arthropoda","Arthropods (non EPTO)","lepidoptera","terrestrial","terrestrial",1.45049901980198
"4984","Pachetra sagittigera","Pachetra","Noctuidae","Lepidoptera","Insecta","Arthropoda","Arthropods (non EPTO)","lepidoptera","terrestrial","terrestrial",1.45049901980198
"5008","Panemeria tenebrata","Panemeria","Noctuidae","Lepidoptera","Insecta","Arthropoda","Arthropods (non EPTO)","lepidoptera","terrestrial","terrestrial",1.45049901980198
"5015","Panolis flammea","Panolis","Noctuidae","Lepidoptera","Insecta","Arthropoda","Arthropods (non EPTO)","lepidoptera","terrestrial","terrestrial",1.45049901980198
"5016","Panthea coenobita","Panthea","Noctuidae","Lepidoptera","Insecta","Arthropoda","Arthropods (non EPTO)","lepidoptera","terrestrial","terrestrial",1.45049901980198
"5033","Papestra biren","Papestra","Noctuidae","Lepidoptera","Insecta","Arthropoda","Arthropods (non EPTO)","lepidoptera","terrestrial","terrestrial",1.45049901980198
"5034","Papilio machaon","Papilio","Papilionidae","Lepidoptera","Insecta","Arthropoda","Arthropods (non EPTO)","lepidoptera","terrestrial","terrestrial",0.9472
"5036","Paracolax tristalis","Paracolax","Erebidae","Lepidoptera","Insecta","Arthropoda","Arthropods (non EPTO)","lepidoptera","terrestrial","terrestrial",1.45049901980198
"5037","Paradiarsia glareosa","Eugnorisma","Noctuidae","Lepidoptera","Insecta","Arthropoda","Arthropods (non EPTO)","lepidoptera","terrestrial","terrestrial",1.45049901980198
"5039","Paradrina clavipalpis","Caradrina","Noctuidae","Lepidoptera","Insecta","Arthropoda","Arthropods (non EPTO)","lepidoptera","terrestrial","terrestrial",1.45049901980198
"5040","Paradrina flavirena","Caradrina","Noctuidae","Lepidoptera","Insecta","Arthropoda","Arthropods (non EPTO)","lepidoptera","terrestrial","terrestrial",1.45049901980198
"5041","Paradrina selini","Caradrina","Noctuidae","Lepidoptera","Insecta","Arthropoda","Arthropods (non EPTO)","lepidoptera","terrestrial","terrestrial",1.45049901980198
"5047","Paranthrene tabaniformis","Paranthrene","Sesiidae","Lepidoptera","Insecta","Arthropoda","Arthropods (non EPTO)","lepidoptera","terrestrial","terrestrial",1.45049901980198
"5048","Pararge aegeria","Pararge","Nymphalidae","Lepidoptera","Insecta","Arthropoda","Arthropods (non EPTO)","lepidoptera","terrestrial","terrestrial",2.467
"5049","Parascotia fuliginaria","Parascotia","Erebidae","Lepidoptera","Insecta","Arthropoda","Arthropods (non EPTO)","lepidoptera","terrestrial","terrestrial",1.45049901980198
"5050","Parasemia plantaginis","Parasemia","Erebidae","Lepidoptera","Insecta","Arthropoda","Arthropods (non EPTO)","lepidoptera","terrestrial","terrestrial",1.45049901980198
"5053","Parastichtis suspecta","Parastichtis","Noctuidae","Lepidoptera","Insecta","Arthropoda","Arthropods (non EPTO)","lepidoptera","terrestrial","terrestrial",1.45049901980198
"5054","Parastichtis ypsillon","Fissipunctia","Noctuidae","Lepidoptera","Insecta","Arthropoda","Arthropods (non EPTO)","lepidoptera","terrestrial","terrestrial",1.45049901980198
